city_name,year,month,sector_name,gas_name,emissions_quantity,Type_of_Emissions
Alamdanga,2024,11,fossil-fuel-operations,ch4,0.011126819,Emission
Alamdanga,2024,11,manufacturing,ch4,0.068935454,Emission
Alamdanga,2024,11,mineral-extraction,ch4,0,Emission
Alamdanga,2024,11,power,ch4,0.039315523,Emission
Alamdanga,2024,11,transportation,ch4,0.047805617,Emission
Alamdanga,2024,11,waste,ch4,14.23477331,Emission
Alamdanga,2024,12,agriculture,ch4,20.20680289,Emission
Alamdanga,2024,12,buildings,ch4,6.72178527,Emission
Alamdanga,2024,12,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,12,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,12,fossil-fuel-operations,ch4,0.011119428,Emission
Alamdanga,2024,12,manufacturing,ch4,0.06907769,Emission
Alamdanga,2024,12,mineral-extraction,ch4,0,Emission
Alamdanga,2024,12,power,ch4,0.035718533,Emission
Alamdanga,2024,12,transportation,ch4,0.049458505,Emission
Alamdanga,2024,12,waste,ch4,14.57183344,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,waste,ch4,0.002277602,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,0,Emission
Alamdanga,2024,4,transportation,ch4,0,Emission
Alamdanga,2024,4,transportation,ch4,0,Emission
Alamdanga,2024,4,waste,ch4,11.73441246,Emission
Alamdanga,2024,4,power,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,5.233807827,Emission
Alamdanga,2024,4,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,4,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,4,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,power,ch4,0,Emission
Alamdanga,2024,4,waste,ch4,0,Emission
Alamdanga,2024,4,waste,ch4,0.182002052,Emission
Alamdanga,2024,4,transportation,ch4,0,Emission
Alamdanga,2024,4,transportation,ch4,8.97E-19,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,4,agriculture,ch4,0.83632276,Emission
Alamdanga,2024,4,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,4,buildings,ch4,0.023,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,4,agriculture,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,power,ch4,0.030851561,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0.069977887,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,4,transportation,ch4,8.98E-06,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,transportation,ch4,0.00081618,Emission
Alamdanga,2024,4,buildings,ch4,5.50451,Emission
Alamdanga,2024,4,agriculture,ch4,19.12647773,Emission
Alamdanga,2024,4,transportation,ch4,0.046037773,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,mineral-extraction,ch4,0,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,4,fossil-fuel-operations,ch4,0.011183052,Emission
Alamdanga,2024,4,waste,ch4,4.141065723,Emission
Alamdanga,2024,4,agriculture,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,5.55E-11,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,6.38E-11,Emission
Alamdanga,2024,4,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,4,manufacturing,ch4,0,Emission
Alamdanga,2024,4,transportation,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,waste,ch4,0.002277602,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,0,Emission
Alamdanga,2024,5,transportation,ch4,0,Emission
Alamdanga,2024,5,transportation,ch4,0,Emission
Alamdanga,2024,5,waste,ch4,12.65484608,Emission
Alamdanga,2024,5,power,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,5.233807827,Emission
Alamdanga,2024,5,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,5,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,5,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,power,ch4,0,Emission
Alamdanga,2024,5,waste,ch4,0,Emission
Alamdanga,2024,5,waste,ch4,0.188068787,Emission
Alamdanga,2024,5,transportation,ch4,0,Emission
Alamdanga,2024,5,transportation,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,5,agriculture,ch4,0.83632276,Emission
Alamdanga,2024,5,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,5,buildings,ch4,0.024000335,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,5,agriculture,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,power,ch4,0.036268442,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0.068933692,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,5,transportation,ch4,8.88E-06,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,transportation,ch4,0.000808582,Emission
Alamdanga,2024,5,buildings,ch4,5.68799,Emission
Alamdanga,2024,5,agriculture,ch4,10.91849164,Emission
Alamdanga,2024,5,transportation,ch4,0.047753446,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,mineral-extraction,ch4,0,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,fossil-fuel-operations,ch4,0.01112268,Emission
Alamdanga,2024,5,waste,ch4,4.141065723,Emission
Alamdanga,2024,5,agriculture,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,5.46E-11,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,5,manufacturing,ch4,0,Emission
Alamdanga,2024,5,transportation,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,waste,ch4,0.002277602,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,0,Emission
Alamdanga,2024,6,transportation,ch4,2.72E-21,Emission
Alamdanga,2024,6,transportation,ch4,1.20E-20,Emission
Alamdanga,2024,6,waste,ch4,12.2584994,Emission
Alamdanga,2024,6,power,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,5.233807827,Emission
Alamdanga,2024,6,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,6,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,6,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,power,ch4,0,Emission
Alamdanga,2024,6,waste,ch4,0,Emission
Alamdanga,2024,6,waste,ch4,0.182002052,Emission
Alamdanga,2024,6,transportation,ch4,0,Emission
Alamdanga,2024,6,transportation,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,6,agriculture,ch4,0.83632276,Emission
Alamdanga,2024,6,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,6,buildings,ch4,0.023,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,6,agriculture,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,power,ch4,0.02340318,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0.069075013,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,6,transportation,ch4,8.54E-06,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,transportation,ch4,0.000780283,Emission
Alamdanga,2024,6,buildings,ch4,5.50451,Emission
Alamdanga,2024,6,agriculture,ch4,30.59005867,Emission
Alamdanga,2024,6,transportation,ch4,0.046385033,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,mineral-extraction,ch4,0,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,fossil-fuel-operations,ch4,0.011110593,Emission
Alamdanga,2024,6,waste,ch4,4.141065723,Emission
Alamdanga,2024,6,agriculture,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,5.46E-11,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,6,manufacturing,ch4,0,Emission
Alamdanga,2024,6,transportation,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,waste,ch4,0.002277602,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,agriculture,ch4,1.91E-09,Emission
Alamdanga,2024,7,agriculture,ch4,0,Emission
Alamdanga,2024,7,transportation,ch4,0,Emission
Alamdanga,2024,7,transportation,ch4,4.60E-20,Emission
Alamdanga,2024,7,waste,ch4,12.67920609,Emission
Alamdanga,2024,7,power,ch4,0,Emission
Alamdanga,2024,7,agriculture,ch4,5.292313311,Emission
Alamdanga,2024,7,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,7,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,7,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,power,ch4,0,Emission
Alamdanga,2024,7,waste,ch4,0,Emission
Alamdanga,2024,7,waste,ch4,0.188068787,Emission
Alamdanga,2024,7,transportation,ch4,0,Emission
Alamdanga,2024,7,transportation,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,agriculture,ch4,0,Emission
Alamdanga,2024,7,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,7,agriculture,ch4,0.84562611,Emission
Alamdanga,2024,7,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,7,buildings,ch4,0.024000335,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,7,agriculture,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,power,ch4,0,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0.067736419,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,7,transportation,ch4,8.32E-06,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,transportation,ch4,0.0007616,Emission
Alamdanga,2024,7,buildings,ch4,5.68799,Emission
Alamdanga,2024,7,agriculture,ch4,57.37715641,Emission
Alamdanga,2024,7,transportation,ch4,0.048083382,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,mineral-extraction,ch4,0,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,fossil-fuel-operations,ch4,0.011173197,Emission
Alamdanga,2024,7,waste,ch4,4.141065723,Emission
Alamdanga,2024,7,agriculture,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,5.42E-11,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,7,manufacturing,ch4,0,Emission
Alamdanga,2024,7,transportation,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,waste,ch4,0.002277602,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,0,Emission
Alamdanga,2024,8,transportation,ch4,0,Emission
Alamdanga,2024,8,transportation,ch4,0,Emission
Alamdanga,2024,8,waste,ch4,12.69129294,Emission
Alamdanga,2024,8,power,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,5.292313311,Emission
Alamdanga,2024,8,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,8,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,8,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,power,ch4,0,Emission
Alamdanga,2024,8,waste,ch4,0,Emission
Alamdanga,2024,8,waste,ch4,0.188068787,Emission
Alamdanga,2024,8,transportation,ch4,0,Emission
Alamdanga,2024,8,transportation,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,8,agriculture,ch4,0.84562611,Emission
Alamdanga,2024,8,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,8,buildings,ch4,0.024,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,8,agriculture,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,power,ch4,0.022599206,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0.067075775,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,8,transportation,ch4,8.44E-06,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,transportation,ch4,0.000771048,Emission
Alamdanga,2024,8,buildings,ch4,5.68799,Emission
Alamdanga,2024,8,agriculture,ch4,65.07698543,Emission
Alamdanga,2024,8,transportation,ch4,0.048203182,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,mineral-extraction,ch4,0,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,fossil-fuel-operations,ch4,0.010964329,Emission
Alamdanga,2024,8,waste,ch4,4.141065723,Emission
Alamdanga,2024,8,agriculture,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,5.41E-11,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,8,manufacturing,ch4,0,Emission
Alamdanga,2024,8,transportation,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
Alamdanga,2024,9,waste,ch4,0.002277602,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,fossil-fuel-operations,ch4,5.12E-17,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,0,Emission
Alamdanga,2024,9,transportation,ch4,0,Emission
Alamdanga,2024,9,transportation,ch4,0,Emission
Alamdanga,2024,9,waste,ch4,12.29319672,Emission
Alamdanga,2024,9,power,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,5.292313311,Emission
Alamdanga,2024,9,agriculture,ch4,5.868530833,Emission
Alamdanga,2024,9,agriculture,ch4,1.50363645,Emission
Alamdanga,2024,9,fluorinated-gases,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,9,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,9,forestry-and-land-use,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,power,ch4,0,Emission
Alamdanga,2024,9,waste,ch4,0,Emission
Alamdanga,2024,9,waste,ch4,0.182002052,Emission
Alamdanga,2024,9,transportation,ch4,0,Emission
Alamdanga,2024,9,transportation,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,0.135146667,Emission
Alamdanga,2024,9,agriculture,ch4,0.84562611,Emission
Alamdanga,2024,9,agriculture,ch4,0.134670026,Emission
Alamdanga,2024,9,buildings,ch4,0.023,Emission
Alamdanga,2024,9,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,9,fossil-fuel-operations,ch4,4.84E-15,Emission
Alamdanga,2024,9,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,9,agriculture,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,power,ch4,0.021033378,Emission
Alamdanga,2024,9,fossil-fuel-operations,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0.069057657,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
Alamdanga,2024,9,buildings,ch4,1.53E-05,Emission
Alamdanga,2024,9,transportation,ch4,8.63E-06,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,manufacturing,ch4,0,Emission
Alamdanga,2024,9,transportation,ch4,0.000787233,Emission
Alamdanga,2024,9,buildings,ch4,5.50451,Emission
Alamdanga,2024,9,agriculture,ch4,63.34923725,Emission
Alamdanga,2024,9,transportation,ch4,0.046760568,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
Alamdanga,2024,9,mineral-extraction,ch4,0,Emission
