country_name,Source_Code,Source,Year,Unit,Emissions_Quantity,Gas_Name,Type_of_Emissions
Bangladesh,5066,Burning - Crop residues,1983,kt,15.3168,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1984,kt,16.0455,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1985,kt,16.4689,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1986,kt,16.6278,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1987,kt,16.2574,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1988,kt,16.1414,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1989,kt,16.4766,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1990,kt,16.472,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1991,kt,16.2037,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1992,kt,16.0722,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1993,kt,15.7297,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1994,kt,15.72,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1995,kt,15.7912,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1996,kt,16.2174,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1997,kt,16.3197,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1998,kt,16.2152,CH4,Emission
Bangladesh,5066,Burning - Crop residues,1999,kt,17.1757,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2000,kt,17.251,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2001,kt,17.0166,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2002,kt,17.1604,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2003,kt,17.0598,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2004,kt,16.3341,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2005,kt,16.6875,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2006,kt,16.7603,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2007,kt,16.8054,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2008,kt,18,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2009,kt,17.8544,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2010,kt,18.1436,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2011,kt,18.1735,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2012,kt,18.0711,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2013,kt,18.1626,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2014,kt,18.4339,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2015,kt,18.4342,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2016,kt,17.8936,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2017,kt,18.9111,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2018,kt,18.7186,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2019,kt,18.8014,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2020,kt,18.7392,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2021,kt,19.1633,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2022,kt,19.1211,CH4,Emission
Bangladesh,5066,Burning - Crop residues,2023,kt,19.094,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1961,kt,677.92,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1962,kt,700.53,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1963,kt,723.5,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1964,kt,779.627,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1965,kt,764.27,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1966,kt,790.88,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1967,kt,809.74,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1968,kt,830.5,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1969,kt,847.96,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1970,kt,872.1511,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1971,kt,861.94,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1972,kt,858.017,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1973,kt,824.6862,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1974,kt,842.7338,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1975,kt,860.8376,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1976,kt,888.4133,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1977,kt,908.9676,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1978,kt,1027.7386,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1979,kt,1073.747,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1980,kt,772.902,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1981,kt,785.0632,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1982,kt,795.066,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1983,kt,806.378,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1984,kt,800.1277,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1985,kt,814.838,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1986,kt,828.89,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1987,kt,843.4732,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1988,kt,858.8182,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1989,kt,874.6882,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1990,kt,891.633,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1991,kt,900.8062,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1992,kt,917.62,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1993,kt,934.31,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1994,kt,968.533,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1995,kt,1001.689,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1996,kt,1000.02,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1997,kt,1023.08,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1998,kt,1033.47,CH4,Emission
Bangladesh,5058,Enteric Fermentation,1999,kt,1043.681,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2000,kt,1047.0435,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2001,kt,1039.4584,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2002,kt,1036.7124,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2003,kt,1033.3959,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2004,kt,1030.0038,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2005,kt,1031.5363,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2006,kt,1039.33,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2007,kt,1049.3295,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2008,kt,1057.765,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2009,kt,1067.7516,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2010,kt,1077.9369,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2011,kt,1087.5564,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2012,kt,1098.2873,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2013,kt,1106.1334,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2014,kt,1112.3808,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2015,kt,1119.5026,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2016,kt,1126.6738,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2017,kt,1133.8913,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2018,kt,1141.1701,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2019,kt,1146.4495,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2020,kt,1155.5259,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2021,kt,1162.9448,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2022,kt,1170.465,CH4,Emission
Bangladesh,5058,Enteric Fermentation,2023,kt,1178.052,CH4,Emission
Bangladesh,5059,Manure Management,1961,kt,51.365,CH4,Emission
Bangladesh,5059,Manure Management,1962,kt,53.1423,CH4,Emission
Bangladesh,5059,Manure Management,1963,kt,54.9417,CH4,Emission
Bangladesh,5059,Manure Management,1964,kt,59.0934,CH4,Emission
Bangladesh,5059,Manure Management,1965,kt,58.1787,CH4,Emission
Bangladesh,5059,Manure Management,1966,kt,60.5237,CH4,Emission
Bangladesh,5059,Manure Management,1967,kt,62.0941,CH4,Emission
Bangladesh,5059,Manure Management,1968,kt,63.8233,CH4,Emission
Bangladesh,5059,Manure Management,1969,kt,65.2525,CH4,Emission
Bangladesh,5059,Manure Management,1970,kt,67.2211,CH4,Emission
Bangladesh,5059,Manure Management,1971,kt,66.1317,CH4,Emission
Bangladesh,5059,Manure Management,1972,kt,65.5254,CH4,Emission
Bangladesh,5059,Manure Management,1973,kt,62.742,CH4,Emission
Bangladesh,5059,Manure Management,1974,kt,64.0261,CH4,Emission
Bangladesh,5059,Manure Management,1975,kt,65.309,CH4,Emission
Bangladesh,5059,Manure Management,1976,kt,67.4399,CH4,Emission
Bangladesh,5059,Manure Management,1977,kt,68.745,CH4,Emission
Bangladesh,5059,Manure Management,1978,kt,78.4499,CH4,Emission
Bangladesh,5059,Manure Management,1979,kt,81.993,CH4,Emission
Bangladesh,5059,Manure Management,1980,kt,59.9531,CH4,Emission
Bangladesh,5059,Manure Management,1981,kt,60.9579,CH4,Emission
Bangladesh,5059,Manure Management,1982,kt,61.7539,CH4,Emission
Bangladesh,5059,Manure Management,1983,kt,62.678,CH4,Emission
Bangladesh,5059,Manure Management,1984,kt,61.2834,CH4,Emission
Bangladesh,5059,Manure Management,1985,kt,62.3224,CH4,Emission
Bangladesh,5059,Manure Management,1986,kt,63.3249,CH4,Emission
Bangladesh,5059,Manure Management,1987,kt,64.3591,CH4,Emission
Bangladesh,5059,Manure Management,1988,kt,65.4448,CH4,Emission
Bangladesh,5059,Manure Management,1989,kt,66.5431,CH4,Emission
Bangladesh,5059,Manure Management,1990,kt,67.7501,CH4,Emission
Bangladesh,5059,Manure Management,1991,kt,68.3192,CH4,Emission
Bangladesh,5059,Manure Management,1992,kt,69.4608,CH4,Emission
Bangladesh,5059,Manure Management,1993,kt,70.6167,CH4,Emission
Bangladesh,5059,Manure Management,1994,kt,73.3422,CH4,Emission
Bangladesh,5059,Manure Management,1995,kt,75.9161,CH4,Emission
Bangladesh,5059,Manure Management,1996,kt,75.7099,CH4,Emission
Bangladesh,5059,Manure Management,1997,kt,77.7084,CH4,Emission
Bangladesh,5059,Manure Management,1998,kt,79.1403,CH4,Emission
Bangladesh,5059,Manure Management,1999,kt,80.7562,CH4,Emission
Bangladesh,5059,Manure Management,2000,kt,81.8094,CH4,Emission
Bangladesh,5059,Manure Management,2001,kt,81.9236,CH4,Emission
Bangladesh,5059,Manure Management,2002,kt,82.278,CH4,Emission
Bangladesh,5059,Manure Management,2003,kt,82.6641,CH4,Emission
Bangladesh,5059,Manure Management,2004,kt,82.9226,CH4,Emission
Bangladesh,5059,Manure Management,2005,kt,83.4657,CH4,Emission
Bangladesh,5059,Manure Management,2006,kt,84.3577,CH4,Emission
Bangladesh,5059,Manure Management,2007,kt,85.2611,CH4,Emission
Bangladesh,5059,Manure Management,2008,kt,85.9055,CH4,Emission
Bangladesh,5059,Manure Management,2009,kt,86.7455,CH4,Emission
Bangladesh,5059,Manure Management,2010,kt,87.55,CH4,Emission
Bangladesh,5059,Manure Management,2011,kt,88.3261,CH4,Emission
Bangladesh,5059,Manure Management,2012,kt,89.1955,CH4,Emission
Bangladesh,5059,Manure Management,2013,kt,89.9471,CH4,Emission
Bangladesh,5059,Manure Management,2014,kt,90.5563,CH4,Emission
Bangladesh,5059,Manure Management,2015,kt,91.2483,CH4,Emission
Bangladesh,5059,Manure Management,2016,kt,91.9483,CH4,Emission
Bangladesh,5059,Manure Management,2017,kt,92.656,CH4,Emission
Bangladesh,5059,Manure Management,2018,kt,93.3723,CH4,Emission
Bangladesh,5059,Manure Management,2019,kt,93.8709,CH4,Emission
Bangladesh,5059,Manure Management,2020,kt,94.7992,CH4,Emission
Bangladesh,5059,Manure Management,2021,kt,95.5404,CH4,Emission
Bangladesh,5059,Manure Management,2022,kt,96.295,CH4,Emission
Bangladesh,5059,Manure Management,2023,kt,97.0599,CH4,Emission
Bangladesh,6994,On-farm energy use,1990,kt,0.3338,CH4,Emission
Bangladesh,6994,On-farm energy use,1991,kt,0.2896,CH4,Emission
Bangladesh,6994,On-farm energy use,1992,kt,0.3522,CH4,Emission
Bangladesh,6994,On-farm energy use,1993,kt,0.4768,CH4,Emission
Bangladesh,6994,On-farm energy use,1994,kt,0.4754,CH4,Emission
Bangladesh,6994,On-farm energy use,1995,kt,0.6911,CH4,Emission
Bangladesh,6994,On-farm energy use,1996,kt,0.6458,CH4,Emission
Bangladesh,6994,On-farm energy use,1997,kt,0.5848,CH4,Emission
Bangladesh,6994,On-farm energy use,1998,kt,0.4498,CH4,Emission
Bangladesh,6994,On-farm energy use,1999,kt,0.5345,CH4,Emission
Bangladesh,6994,On-farm energy use,2000,kt,0.4616,CH4,Emission
Bangladesh,6994,On-farm energy use,2001,kt,0.5755,CH4,Emission
Bangladesh,6994,On-farm energy use,2002,kt,0.6079,CH4,Emission
Bangladesh,6994,On-farm energy use,2003,kt,0.6413,CH4,Emission
Bangladesh,6994,On-farm energy use,2004,kt,0.713,CH4,Emission
Bangladesh,6994,On-farm energy use,2005,kt,0.7668,CH4,Emission
Bangladesh,6994,On-farm energy use,2006,kt,0.8263,CH4,Emission
Bangladesh,6994,On-farm energy use,2007,kt,0.8333,CH4,Emission
Bangladesh,6994,On-farm energy use,2008,kt,1.2494,CH4,Emission
Bangladesh,6994,On-farm energy use,2009,kt,1.4486,CH4,Emission
Bangladesh,6994,On-farm energy use,2010,kt,0.5775,CH4,Emission
Bangladesh,6994,On-farm energy use,2011,kt,1.5686,CH4,Emission
Bangladesh,6994,On-farm energy use,2012,kt,1.7243,CH4,Emission
Bangladesh,6994,On-farm energy use,2013,kt,1.6809,CH4,Emission
Bangladesh,6994,On-farm energy use,2014,kt,1.9259,CH4,Emission
Bangladesh,6994,On-farm energy use,2015,kt,0.6263,CH4,Emission
Bangladesh,6994,On-farm energy use,2016,kt,2.1378,CH4,Emission
Bangladesh,6994,On-farm energy use,2017,kt,2.0323,CH4,Emission
Bangladesh,6994,On-farm energy use,2018,kt,1.9178,CH4,Emission
Bangladesh,6994,On-farm energy use,2019,kt,2.2816,CH4,Emission
Bangladesh,6994,On-farm energy use,2020,kt,2.0073,CH4,Emission
Bangladesh,6994,On-farm energy use,2021,kt,2.2895,CH4,Emission
Bangladesh,6994,On-farm energy use,2022,kt,2.2398,CH4,Emission
Bangladesh,6994,On-farm energy use,2023,kt,2.2398,CH4,Emission
Bangladesh,6795,Savanna fires,1990,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1991,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1992,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1993,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1994,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1995,kt,0.3806,CH4,Emission
Bangladesh,6795,Savanna fires,1996,kt,0.0223,CH4,Emission
Bangladesh,6795,Savanna fires,1997,kt,0.0318,CH4,Emission
Bangladesh,6795,Savanna fires,1998,kt,0.0419,CH4,Emission
Bangladesh,6795,Savanna fires,1999,kt,0.0553,CH4,Emission
Bangladesh,6795,Savanna fires,2000,kt,0.0345,CH4,Emission
Bangladesh,6795,Savanna fires,2001,kt,0.9128,CH4,Emission
Bangladesh,6795,Savanna fires,2002,kt,0.0237,CH4,Emission
Bangladesh,6795,Savanna fires,2003,kt,0.2657,CH4,Emission
Bangladesh,6795,Savanna fires,2004,kt,0.1246,CH4,Emission
Bangladesh,6795,Savanna fires,2005,kt,0.4192,CH4,Emission
Bangladesh,6795,Savanna fires,2006,kt,1.2038,CH4,Emission
Bangladesh,6795,Savanna fires,2007,kt,0.423,CH4,Emission
Bangladesh,6795,Savanna fires,2008,kt,0.7811,CH4,Emission
Bangladesh,6795,Savanna fires,2009,kt,0.9979,CH4,Emission
Bangladesh,6795,Savanna fires,2010,kt,0.1877,CH4,Emission
Bangladesh,6795,Savanna fires,2011,kt,0.2109,CH4,Emission
Bangladesh,6795,Savanna fires,2012,kt,0.3307,CH4,Emission
Bangladesh,6795,Savanna fires,2013,kt,0.9473,CH4,Emission
Bangladesh,6795,Savanna fires,2014,kt,0.9354,CH4,Emission
Bangladesh,6795,Savanna fires,2015,kt,0.2041,CH4,Emission
Bangladesh,6795,Savanna fires,2016,kt,0.0841,CH4,Emission
Bangladesh,6795,Savanna fires,2017,kt,0.0189,CH4,Emission
Bangladesh,6795,Savanna fires,2018,kt,0.2668,CH4,Emission
Bangladesh,6795,Savanna fires,2019,kt,0.2396,CH4,Emission
Bangladesh,6795,Savanna fires,2020,kt,0.7958,CH4,Emission
Bangladesh,6795,Savanna fires,2021,kt,0.5546,CH4,Emission
Bangladesh,6795,Savanna fires,2022,kt,0.0705,CH4,Emission
Bangladesh,6795,Savanna fires,2023,kt,0.1669,CH4,Emission
Bangladesh,6993,Fires in organic soils,1990,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1991,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1992,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1993,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1994,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1995,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1996,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1997,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1998,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,1999,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2000,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2001,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2002,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2003,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2004,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2005,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2006,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2007,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2008,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2009,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2010,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2011,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2012,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2013,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2014,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2015,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2016,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2017,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2018,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2019,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2020,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2021,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2022,kt,0,CH4,Emission
Bangladesh,6993,Fires in organic soils,2023,kt,0,CH4,Emission
Bangladesh,6992,Forest fires,1990,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1991,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1992,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1993,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1994,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1995,kt,2.5,CH4,Emission
Bangladesh,6992,Forest fires,1996,kt,2.7698,CH4,Emission
Bangladesh,6992,Forest fires,1997,kt,2.8667,CH4,Emission
Bangladesh,6992,Forest fires,1998,kt,2.208,CH4,Emission
Bangladesh,6992,Forest fires,1999,kt,3.3461,CH4,Emission
Bangladesh,6992,Forest fires,2000,kt,2.0512,CH4,Emission
Bangladesh,6992,Forest fires,2001,kt,3.3408,CH4,Emission
Bangladesh,6992,Forest fires,2002,kt,0.0346,CH4,Emission
Bangladesh,6992,Forest fires,2003,kt,1.4919,CH4,Emission
Bangladesh,6992,Forest fires,2004,kt,0.5728,CH4,Emission
Bangladesh,6992,Forest fires,2005,kt,1.8756,CH4,Emission
Bangladesh,6992,Forest fires,2006,kt,9.0796,CH4,Emission
Bangladesh,6992,Forest fires,2007,kt,1.4174,CH4,Emission
Bangladesh,6992,Forest fires,2008,kt,3.9217,CH4,Emission
Bangladesh,6992,Forest fires,2009,kt,4.7821,CH4,Emission
