city_name,sector_name,subsector name,longitude,latitude,gas_name,emissions_quantity,emissions_factor,units,year,Type of Emission
Sirajganj,buildings,residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,435547.2636,0.0002490149778,t of CO2e_20yr per MJ,2024,Emission
Rajshahi,buildings,residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,418349.2552,0.0001459815626,t of CO2e_20yr per MJ,2024,Emission
Habiganj,buildings,residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,415119.5641,0.0003336494966,t of CO2e_20yr per MJ,2024,Emission
Netrakona,buildings,residential-onsite-fuel-usage,90.7927876,24.88535595,CO2,413558.0193,0.0003072025554,t of CO2e_20yr per MJ,2024,Emission
Rangpur,buildings,residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,410554.3472,0.0002230096424,t of CO2e_20yr per MJ,2024,Emission
Narayanganj,buildings,residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,396026.4977,0.0001147147285,t of CO2e_20yr per MJ,2024,Emission
Pabna,buildings,residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,391459.7124,0.00022402,t of CO2e_20yr per MJ,2024,Emission
Kurigram,buildings,residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,379054.836,0.0003134059727,t of CO2e_20yr per MJ,2024,Emission
Maulvibazar,buildings,residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,378320.8853,0.0002747520844,t of CO2e_20yr per MJ,2024,Emission
Cox'S Bazar,buildings,residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,355228.9281,0.0001983941415,t of CO2e_20yr per MJ,2024,Emission
Jamalpur,buildings,residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,349306.6485,0.0002874561565,t of CO2e_20yr per MJ,2024,Emission
Satkhira,buildings,residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,336923.4915,0.0003112514702,t of CO2e_20yr per MJ,2024,Emission
Nawabganj,buildings,residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,330571.2224,0.0002031844853,t of CO2e_20yr per MJ,2024,Emission
Gaibandha,buildings,residential-onsite-fuel-usage,89.53627013,25.34347057,CO2,325761.7109,0.0003148741474,t of CO2e_20yr per MJ,2024,Emission
Barisal,buildings,residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,317318.4091,0.0002337706708,t of CO2e_20yr per MJ,2024,Emission
Jhenaidah,buildings,residential-onsite-fuel-usage,89.12274824,23.49500561,CO2,316781.0002,0.0003216295596,t of CO2e_20yr per MJ,2024,Emission
Khulna,buildings,residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,311206.136,0.0001545992274,t of CO2e_20yr per MJ,2024,Emission
Chandpur,buildings,residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,300426.0594,0.0003331226641,t of CO2e_20yr per MJ,2024,Emission
Faridpur,buildings,residential-onsite-fuel-usage,89.87183105,23.4662315,CO2,295705.2511,0.0002477122212,t of CO2e_20yr per MJ,2024,Emission
Narsingdi,buildings,residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,291837.7608,0.0002494397691,t of CO2e_20yr per MJ,2024,Emission
Kushtia,buildings,residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,288623.8223,0.0001842526626,t of CO2e_20yr per MJ,2024,Emission
Natore,buildings,residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,269255.2064,0.0001939098708,t of CO2e_20yr per MJ,2024,Emission
Lakshmipur,buildings,residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,264282.4525,0.0004523888661,t of CO2e_20yr per MJ,2024,Emission
Nilphamari,buildings,residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,257362.2489,0.0002691377986,t of CO2e_20yr per MJ,2024,Emission
Thakurgaon,buildings,residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,255584.5683,0.000226113,t of CO2e_20yr per MJ,2024,Emission
Patuakhali,buildings,residential-onsite-fuel-usage,90.49766675,22.25868681,CO2,249109.0362,0.0003225549132,t of CO2e_20yr per MJ,2024,Emission
Bhola,buildings,residential-onsite-fuel-usage,90.7676299,22.39723759,CO2,248184.0762,0.0005038305878,t of CO2e_20yr per MJ,2024,Emission
Bagerhat,buildings,residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,232938.7883,0.0002444361827,t of CO2e_20yr per MJ,2024,Emission
Lalmonirhat,buildings,residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,217914.4269,0.0003446188084,t of CO2e_20yr per MJ,2024,Emission
Chuadanga,buildings,residential-onsite-fuel-usage,88.82268639,23.60138702,CO2,217751.8593,0.0001925092032,t of CO2e_20yr per MJ,2024,Emission
Sherpur,buildings,residential-onsite-fuel-usage,90.09527706,25.09214115,CO2,213178.3918,0.0003000201294,t of CO2e_20yr per MJ,2024,Emission
Gopalganj,buildings,residential-onsite-fuel-usage,89.86240928,23.10671997,CO2,208517.5373,0.0003093567939,t of CO2e_20yr per MJ,2024,Emission
Feni,buildings,residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,201826.1098,0.0002150041231,t of CO2e_20yr per MJ,2024,Emission
Manikganj,buildings,residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,200850.2207,0.0002382756175,t of CO2e_20yr per MJ,2024,Emission
Panchagarh,buildings,residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,190491.8443,0.0002632829364,t of CO2e_20yr per MJ,2024,Emission
Rangamati,buildings,residential-onsite-fuel-usage,92.22334151,22.79609299,CO2,187457.8396,0.0002111981953,t of CO2e_20yr per MJ,2024,Emission
Madaripur,buildings,residential-onsite-fuel-usage,90.13017483,23.23116398,CO2,174724.0997,0.0002821781392,t of CO2e_20yr per MJ,2024,Emission
Khagrachhari,buildings,residential-onsite-fuel-usage,91.96224023,23.21044445,CO2,174482.1055,0.0002483859735,t of CO2e_20yr per MJ,2024,Emission
Munshiganj,buildings,residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,173898.4069,0.0001941246679,t of CO2e_20yr per MJ,2024,Emission
Shariatpur,buildings,residential-onsite-fuel-usage,90.42202219,23.22814179,CO2,169105.3164,0.0002817182001,t of CO2e_20yr per MJ,2024,Emission
Pirojpur,buildings,residential-onsite-fuel-usage,89.99539264,22.51473236,CO2,164553.9877,0.0004594410476,t of CO2e_20yr per MJ,2024,Emission
Joypurhat,buildings,residential-onsite-fuel-usage,89.09082916,25.06322479,CO2,162200.7002,0.0001964758383,t of CO2e_20yr per MJ,2024,Emission
Rajbari,buildings,residential-onsite-fuel-usage,89.57524755,23.73533821,CO2,158955.2418,0.000296568,t of CO2e_20yr per MJ,2024,Emission
Magura,buildings,residential-onsite-fuel-usage,89.4566823,23.46960831,CO2,146817.1648,0.0003017215305,t of CO2e_20yr per MJ,2024,Emission
Barguna,buildings,residential-onsite-fuel-usage,89.97252105,22.14954083,CO2,141796.4085,0.0003350619632,t of CO2e_20yr per MJ,2024,Emission
Bandarban,buildings,residential-onsite-fuel-usage,92.38619595,21.77005291,CO2,140058.6884,0.0004079276332,t of CO2e_20yr per MJ,2024,Emission
Meherpur,buildings,residential-onsite-fuel-usage,88.70081641,23.78840065,CO2,138981.0581,0.0001915253376,t of CO2e_20yr per MJ,2024,Emission
Narail,buildings,residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,132086.2365,0.000252242,t of CO2e_20yr per MJ,2024,Emission
Dhaka,buildings,non-residential-onsite-fuel-usage,90.35663986,23.78322506,CO2,119975.492,0.0001521066317,t of CO2e_20yr per MJ,2024,Emission
Jhalokati,buildings,residential-onsite-fuel-usage,90.12547576,22.56171608,CO2,89305.3602,0.0003170096214,t of CO2e_20yr per MJ,2024,Emission
Narayanganj,buildings,non-residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,66178.743,9.86E-05,t of CO2e_20yr per MJ,2024,Emission
Gazipur,buildings,non-residential-onsite-fuel-usage,90.4077623,24.09239292,CO2,60165.841,0.0001214959199,t of CO2e_20yr per MJ,2024,Emission
Chittagong,buildings,non-residential-onsite-fuel-usage,91.92721178,22.42351341,CO2,54040.82,9.77E-05,t of CO2e_20yr per MJ,2024,Emission
Dinajpur,buildings,non-residential-onsite-fuel-usage,88.72473914,25.64259434,CO2,20236.5665,0.0001813355717,t of CO2e_20yr per MJ,2024,Emission
Comilla,buildings,non-residential-onsite-fuel-usage,91.07641037,23.42176151,CO2,20192.3095,0.000162833,t of CO2e_20yr per MJ,2024,Emission
Narsingdi,buildings,non-residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,16971.5085,0.0002042416447,t of CO2e_20yr per MJ,2024,Emission
Mymensingh,buildings,non-residential-onsite-fuel-usage,90.41626793,24.72212601,CO2,15556.231,0.0001380777024,t of CO2e_20yr per MJ,2024,Emission
Sylhet,buildings,non-residential-onsite-fuel-usage,91.95828109,24.89030552,CO2,14618.985,0.0002131500197,t of CO2e_20yr per MJ,2024,Emission
Jessore,buildings,non-residential-onsite-fuel-usage,89.12588422,23.08486843,CO2,14507.417,0.0002074192087,t of CO2e_20yr per MJ,2024,Emission
Khulna,buildings,non-residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,11983.0375,0.0001172032548,t of CO2e_20yr per MJ,2024,Emission
Cox'S Bazar,buildings,non-residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,11673.2335,0.0001667249513,t of CO2e_20yr per MJ,2024,Emission
Habiganj,buildings,non-residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,11550.6415,0.0002050864385,t of CO2e_20yr per MJ,2024,Emission
Munshiganj,buildings,non-residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,9886.009,0.0001390682645,t of CO2e_20yr per MJ,2024,Emission
Tangail,buildings,non-residential-onsite-fuel-usage,90.00162472,24.37570572,CO2,8500.578,0.0001320441888,t of CO2e_20yr per MJ,2024,Emission
Sirajganj,buildings,non-residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,7693.814,0.0002412827446,t of CO2e_20yr per MJ,2024,Emission
Bagerhat,buildings,non-residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,6492.008,0.0001468021174,t of CO2e_20yr per MJ,2024,Emission
Panchagarh,buildings,non-residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,6058.9475,0.0002554104382,t of CO2e_20yr per MJ,2024,Emission
Nawabganj,buildings,non-residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,6012.4915,0.0004447866294,t of CO2e_20yr per MJ,2024,Emission
Thakurgaon,buildings,non-residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,5677.5585,0.0001904296952,t of CO2e_20yr per MJ,2024,Emission
Nilphamari,buildings,non-residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,5274.213,0.0002433101293,t of CO2e_20yr per MJ,2024,Emission
Brahamanbaria,buildings,non-residential-onsite-fuel-usage,91.11221975,23.95706463,CO2,5188.8115,0.0002008398089,t of CO2e_20yr per MJ,2024,Emission
Rangpur,buildings,non-residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,5119.713,0.0002134156138,t of CO2e_20yr per MJ,2024,Emission
Satkhira,buildings,non-residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,4812.861,0.0002507857218,t of CO2e_20yr per MJ,2024,Emission
Bogra,buildings,non-residential-onsite-fuel-usage,89.33140768,24.82984257,CO2,4630.8245,0.0001296187186,t of CO2e_20yr per MJ,2024,Emission
Kishoreganj,buildings,non-residential-onsite-fuel-usage,90.92785766,24.33687305,CO2,4528.935,0.0002482668156,t of CO2e_20yr per MJ,2024,Emission
Rajshahi,buildings,non-residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,4524.9405,9.10E-05,t of CO2e_20yr per MJ,2024,Emission
Pabna,buildings,non-residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,4147.956,0.0001706729256,t of CO2e_20yr per MJ,2024,Emission
Jamalpur,buildings,non-residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,4143.4965,0.0002672885478,t of CO2e_20yr per MJ,2024,Emission
Kushtia,buildings,non-residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,3946.9505,0.0001432112744,t of CO2e_20yr per MJ,2024,Emission
Manikganj,buildings,non-residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,3886.2495,0.0001802857934,t of CO2e_20yr per MJ,2024,Emission
Natore,buildings,non-residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,3544.4625,0.0001630716242,t of CO2e_20yr per MJ,2024,Emission
Maulvibazar,buildings,non-residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,3474.6355,0.0003166125529,t of CO2e_20yr per MJ,2024,Emission
Chandpur,buildings,non-residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,3400.745,0.0002858825436,t of CO2e_20yr per MJ,2024,Emission
Kurigram,buildings,non-residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,3308.5395,0.0003224378571,t of CO2e_20yr per MJ,2024,Emission
Lalmonirhat,buildings,non-residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,3304.7535,0.0003448464187,t of CO2e_20yr per MJ,2024,Emission
Lakshmipur,buildings,non-residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,3022.133,0.0003738990951,t of CO2e_20yr per MJ,2024,Emission
Noakhali,buildings,non-residential-onsite-fuel-usage,91.11936714,22.81587782,CO2,2757.059,0.0003271415269,t of CO2e_20yr per MJ,2024,Emission
Feni,buildings,non-residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,2568.4585,0.0001892615215,t of CO2e_20yr per MJ,2024,Emission
Barisal,buildings,non-residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,2461.5255,0.0001161646549,t of CO2e_20yr per MJ,2024,Emission
Narail,buildings,non-residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,1955.1175,0.0002239671264,t of CO2e_20yr per MJ,2024,Emission
Pirojpur,buildings,non-residential-onsite-fuel-usage,89.99539264,22.51473236,CO2,1926.5705,0.00041665,t of CO2e_20yr per MJ,2024,Emission
Netrakona,buildings,non-residential-onsite-fuel-usage,90.7927876,24.88535595,CO2,1682.884,0.0002656452759,t of CO2e_20yr per MJ,2024,Emission
Faridpur,buildings,non-residential-onsite-fuel-usage,89.87183105,23.4662315,CO2,1549.2165,0.0002197821611,t of CO2e_20yr per MJ,2024,Emission
Jhenaidah,buildings,non-residential-onsite-fuel-usage,89.12274824,23.49500561,CO2,1532.7265,0.0003668937974,t of CO2e_20yr per MJ,2024,Emission
Madaripur,buildings,non-residential-onsite-fuel-usage,90.13017483,23.23116398,CO2,1506.1945,0.0002458219944,t of CO2e_20yr per MJ,2024,Emission
Shariatpur,buildings,non-residential-onsite-fuel-usage,90.42202219,23.22814179,CO2,1440.3775,0.0002224194453,t of CO2e_20yr per MJ,2024,Emission
Bhola,buildings,non-residential-onsite-fuel-usage,90.7676299,22.39723759,CO2,1412.2065,0.0003568804338,t of CO2e_20yr per MJ,2024,Emission
Patuakhali,buildings,non-residential-onsite-fuel-usage,90.49766675,22.25868681,CO2,988.875,0.0003097909501,t of CO2e_20yr per MJ,2024,Emission
Jhalokati,buildings,non-residential-onsite-fuel-usage,90.12547576,22.56171608,CO2,877.242,0.0003093525001,t of CO2e_20yr per MJ,2024,Emission
Chuadanga,buildings,non-residential-onsite-fuel-usage,88.82268639,23.60138702,CO2,669.511,0.0001577690778,t of CO2e_20yr per MJ,2024,Emission
Sunamganj,buildings,non-residential-onsite-fuel-usage,91.39011405,24.88646793,CO2,540.0025,0.0005586603206,t of CO2e_20yr per MJ,2024,Emission
Gopalganj,buildings,non-residential-onsite-fuel-usage,89.86240928,23.10671997,CO2,438.9485,0.0003082191234,t of CO2e_20yr per MJ,2024,Emission
Joypurhat,buildings,non-residential-onsite-fuel-usage,89.09082916,25.06322479,CO2,405.7175,0.0002130496638,t of CO2e_20yr per MJ,2024,Emission
Rangamati,buildings,non-residential-onsite-fuel-usage,92.22334151,22.79609299,CO2,386.5135,0.000207049,t of CO2e_20yr per MJ,2024,Emission
Barguna,buildings,non-residential-onsite-fuel-usage,89.97252105,22.14954083,CO2,366.901,0.0002373468479,t of CO2e_20yr per MJ,2024,Emission
Naogaon,buildings,non-residential-onsite-fuel-usage,88.73828018,24.87316799,CO2,217.648,0.0001758610572,t of CO2e_20yr per MJ,2024,Emission
Bandarban,buildings,non-residential-onsite-fuel-usage,92.38619595,21.77005291,CO2,159.701,0.0003903652505,t of CO2e_20yr per MJ,2024,Emission
Magura,buildings,non-residential-onsite-fuel-usage,89.4566823,23.46960831,CO2,158.432,0.000365367,t of CO2e_20yr per MJ,2024,Emission
Gaibandha,buildings,non-residential-onsite-fuel-usage,89.53627013,25.34347057,CO2,141.956,0.0002449147994,t of CO2e_20yr per MJ,2024,Emission
Khagrachhari,buildings,non-residential-onsite-fuel-usage,91.96224023,23.21044445,CO2,132.767,0.0001773221806,t of CO2e_20yr per MJ,2024,Emission
Sherpur,buildings,non-residential-onsite-fuel-usage,90.09527706,25.09214115,CO2,129.0975,0.0003298342918,t of CO2e_20yr per MJ,2024,Emission
Meherpur,buildings,non-residential-onsite-fuel-usage,88.70081641,23.78840065,CO2,112.5105,0.000121872,t of CO2e_20yr per MJ,2024,Emission
Rajbari,buildings,non-residential-onsite-fuel-usage,89.57524755,23.73533821,CO2,58.1495,0.0002820652236,t of CO2e_20yr per MJ,2024,Emission
Dhaka,buildings,residential-onsite-fuel-usage,90.35663986,23.78322506,CO2,1939182.651,0.0001662991778,t of CO2e_20yr per MJ,2025,Emission
Chittagong,buildings,residential-onsite-fuel-usage,91.92721178,22.42351341,CO2,1045440.378,0.0001447023158,t of CO2e_20yr per MJ,2025,Emission
Mymensingh,buildings,residential-onsite-fuel-usage,90.41626793,24.72212601,CO2,760326.2602,0.0002167115086,t of CO2e_20yr per MJ,2025,Emission
Comilla,buildings,residential-onsite-fuel-usage,91.07641037,23.42176151,CO2,733866.5358,0.0001998115538,t of CO2e_20yr per MJ,2025,Emission
Gazipur,buildings,residential-onsite-fuel-usage,90.4077623,24.09239292,CO2,654175.3666,0.0001352260299,t of CO2e_20yr per MJ,2025,Emission
Sylhet,buildings,residential-onsite-fuel-usage,91.95828109,24.89030552,CO2,642530.5856,0.0002506226328,t of CO2e_20yr per MJ,2025,Emission
Tangail,buildings,residential-onsite-fuel-usage,90.00162472,24.37570572,CO2,540874.9539,0.0002043541103,t of CO2e_20yr per MJ,2025,Emission
Sunamganj,buildings,residential-onsite-fuel-usage,91.39011405,24.88646793,CO2,524045.2279,0.0005195501499,t of CO2e_20yr per MJ,2025,Emission
Bogra,buildings,residential-onsite-fuel-usage,89.33140768,24.82984257,CO2,513268.814,0.000157459,t of CO2e_20yr per MJ,2025,Emission
Dinajpur,buildings,residential-onsite-fuel-usage,88.72473914,25.64259434,CO2,491694.5929,0.0002187727796,t of CO2e_20yr per MJ,2025,Emission
Naogaon,buildings,residential-onsite-fuel-usage,88.73828018,24.87316799,CO2,488138.6028,0.0001868027471,t of CO2e_20yr per MJ,2025,Emission
Jessore,buildings,residential-onsite-fuel-usage,89.12588422,23.08486843,CO2,486930.7944,0.0002119685969,t of CO2e_20yr per MJ,2025,Emission
Kishoreganj,buildings,residential-onsite-fuel-usage,90.92785766,24.33687305,CO2,478165.4716,0.0003589480967,t of CO2e_20yr per MJ,2025,Emission
Noakhali,buildings,residential-onsite-fuel-usage,91.11936714,22.81587782,CO2,478114.7934,0.0003450097835,t of CO2e_20yr per MJ,2025,Emission
Brahamanbaria,buildings,residential-onsite-fuel-usage,91.11221975,23.95706463,CO2,447355.651,0.0002556735154,t of CO2e_20yr per MJ,2025,Emission
Sirajganj,buildings,residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,438340.4404,0.0002493499966,t of CO2e_20yr per MJ,2025,Emission
Netrakona,buildings,residential-onsite-fuel-usage,90.7927876,24.88535595,CO2,424910.0003,0.0003066223027,t of CO2e_20yr per MJ,2025,Emission
Habiganj,buildings,residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,421073.7194,0.0003332908286,t of CO2e_20yr per MJ,2025,Emission
Rajshahi,buildings,residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,420257.7719,0.0001461085003,t of CO2e_20yr per MJ,2025,Emission
Rangpur,buildings,residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,414590.2035,0.0002234170526,t of CO2e_20yr per MJ,2025,Emission
Narayanganj,buildings,residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,397356.684,0.0001147676242,t of CO2e_20yr per MJ,2025,Emission
Pabna,buildings,residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,393436.4451,0.0002241485717,t of CO2e_20yr per MJ,2025,Emission
Kurigram,buildings,residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,392602.474,0.0003135662963,t of CO2e_20yr per MJ,2025,Emission
Maulvibazar,buildings,residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,382122.9442,0.0002749663002,t of CO2e_20yr per MJ,2025,Emission
Cox'S Bazar,buildings,residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,361561.7907,0.0001968638622,t of CO2e_20yr per MJ,2025,Emission
Jamalpur,buildings,residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,355062.9756,0.0002877046459,t of CO2e_20yr per MJ,2025,Emission
Satkhira,buildings,residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,350576.0481,0.0003120909109,t of CO2e_20yr per MJ,2025,Emission
Barisal,buildings,residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,333730.8252,0.0002361397502,t of CO2e_20yr per MJ,2025,Emission
Gaibandha,buildings,residential-onsite-fuel-usage,89.53627013,25.34347057,CO2,332924.4042,0.0003154489191,t of CO2e_20yr per MJ,2025,Emission
Nawabganj,buildings,residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,332613.9287,0.0002033204124,t of CO2e_20yr per MJ,2025,Emission
Jhenaidah,buildings,residential-onsite-fuel-usage,89.12274824,23.49500561,CO2,319548.3886,0.0003217684012,t of CO2e_20yr per MJ,2025,Emission
Khulna,buildings,residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,318254.5778,0.0001557463147,t of CO2e_20yr per MJ,2025,Emission
Chandpur,buildings,residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,310583.4101,0.0003338504139,t of CO2e_20yr per MJ,2025,Emission
Faridpur,buildings,residential-onsite-fuel-usage,89.87183105,23.4662315,CO2,302069.3936,0.0002479314201,t of CO2e_20yr per MJ,2025,Emission
Narsingdi,buildings,residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,295375.2661,0.0002498995479,t of CO2e_20yr per MJ,2025,Emission
Kushtia,buildings,residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,290102.4734,0.0001843833833,t of CO2e_20yr per MJ,2025,Emission
Lakshmipur,buildings,residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,279975.9885,0.0004522883235,t of CO2e_20yr per MJ,2025,Emission
Natore,buildings,residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,270115.8193,0.0001939047876,t of CO2e_20yr per MJ,2025,Emission
Nilphamari,buildings,residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,263032.366,0.0002694178957,t of CO2e_20yr per MJ,2025,Emission
Bhola,buildings,residential-onsite-fuel-usage,90.7676299,22.39723759,CO2,260646.8412,0.0005028814288,t of CO2e_20yr per MJ,2025,Emission
Thakurgaon,buildings,residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,259016.572,0.0002260882793,t of CO2e_20yr per MJ,2025,Emission
Patuakhali,buildings,residential-onsite-fuel-usage,90.49766675,22.25868681,CO2,258770.3972,0.0003227814086,t of CO2e_20yr per MJ,2025,Emission
Bagerhat,buildings,residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,242211.8611,0.000244978,t of CO2e_20yr per MJ,2025,Emission
Lalmonirhat,buildings,residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,222469.3391,0.0003445889127,t of CO2e_20yr per MJ,2025,Emission
Sherpur,buildings,residential-onsite-fuel-usage,90.09527706,25.09214115,CO2,219637.8118,0.0003008071925,t of CO2e_20yr per MJ,2025,Emission
Chuadanga,buildings,residential-onsite-fuel-usage,88.82268639,23.60138702,CO2,218599.008,0.0001925006765,t of CO2e_20yr per MJ,2025,Emission
Gopalganj,buildings,residential-onsite-fuel-usage,89.86240928,23.10671997,CO2,214470.2603,0.0003100837181,t of CO2e_20yr per MJ,2025,Emission
Manikganj,buildings,residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,204597.1733,0.0002386433239,t of CO2e_20yr per MJ,2025,Emission
Feni,buildings,residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,204294.684,0.0002153036735,t of CO2e_20yr per MJ,2025,Emission
Panchagarh,buildings,residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,198420.4366,0.0002638159947,t of CO2e_20yr per MJ,2025,Emission
Rangamati,buildings,residential-onsite-fuel-usage,92.22334151,22.79609299,CO2,197245.0097,0.0002110183229,t of CO2e_20yr per MJ,2025,Emission
Khagrachhari,buildings,residential-onsite-fuel-usage,91.96224023,23.21044445,CO2,182572.0643,0.0002487850922,t of CO2e_20yr per MJ,2025,Emission
Madaripur,buildings,residential-onsite-fuel-usage,90.13017483,23.23116398,CO2,180437.188,0.0002821396993,t of CO2e_20yr per MJ,2025,Emission
